RegionName,Date,C1M_School closing,C2M_Workplace closing,C3M_Cancel public events,C4M_Restrictions on gatherings,C5M_Close public transport,C6M_Stay at home requirements,C7M_Restrictions on internal movement,C8EV_International travel controls,E1_Income support,E2_Debt/contract relief,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6M_Facial Coverings,H7_Vaccination policy,H8M_Protection of elderly people,ConfirmedCases,ConfirmedDeaths,PopulationVaccinated
New South Wales,2021-01-04,1.0,2.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,4973.0,54.0,0.0
New South Wales,2021-01-05,1.0,2.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,4978.0,54.0,0.0
New South Wales,2021-01-06,1.0,2.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,4984.0,54.0,0.0
New South Wales,2021-01-07,1.0,2.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,4995.0,54.0,0.0
New South Wales,2021-01-08,1.0,2.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5001.0,54.0,0.0
New South Wales,2021-01-09,1.0,2.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5007.0,54.0,0.0
New South Wales,2021-01-10,1.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5018.0,54.0,0.0
New South Wales,2021-01-11,1.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5034.0,54.0,0.0
New South Wales,2021-01-12,1.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5041.0,54.0,0.0
New South Wales,2021-01-13,1.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5043.0,54.0,0.0
New South Wales,2021-01-14,1.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5045.0,54.0,0.0
New South Wales,2021-01-15,1.0,1.0,1.0,4.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5057.0,54.0,0.0
New South Wales,2021-01-16,1.0,1.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5066.0,54.0,0.0
New South Wales,2021-01-17,1.0,1.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5074.0,54.0,0.0
New South Wales,2021-01-18,1.0,1.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5076.0,54.0,0.0
New South Wales,2021-01-19,1.0,1.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5079.0,54.0,0.0
New South Wales,2021-01-20,1.0,1.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5084.0,54.0,0.0
New South Wales,2021-01-21,1.0,1.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5083.0,54.0,0.0
New South Wales,2021-01-22,1.0,1.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5084.0,54.0,0.0
New South Wales,2021-01-23,1.0,1.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5087.0,54.0,0.0
New South Wales,2021-01-24,1.0,1.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5090.0,54.0,0.0
New South Wales,2021-01-25,1.0,1.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5091.0,54.0,0.0
New South Wales,2021-01-26,1.0,1.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5093.0,54.0,0.0
New South Wales,2021-01-27,1.0,1.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5096.0,54.0,0.0
New South Wales,2021-01-28,1.0,1.0,1.0,4.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5099.0,54.0,0.0
New South Wales,2021-01-29,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5101.0,54.0,0.0
New South Wales,2021-01-30,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5104.0,54.0,0.0
New South Wales,2021-01-31,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5110.0,54.0,0.0
New South Wales,2021-02-01,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,5112.0,54.0,0.0
New South Wales,2021-02-02,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,5114.0,54.0,0.0
New South Wales,2021-02-03,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,5117.0,54.0,0.0
New South Wales,2021-02-04,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,5117.0,54.0,0.0
New South Wales,2021-02-05,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,5119.0,54.0,0.0
New South Wales,2021-02-06,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,5120.0,54.0,0.0
New South Wales,2021-02-07,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,5123.0,54.0,0.0
New South Wales,2021-02-08,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,5125.0,54.0,0.0
New South Wales,2021-02-09,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,5129.0,54.0,0.0
New South Wales,2021-02-10,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,5132.0,54.0,0.0
New South Wales,2021-02-11,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,5134.0,54.0,0.0
New South Wales,2021-02-12,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,5136.0,54.0,0.0
New South Wales,2021-02-13,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,5138.0,54.0,0.0
New South Wales,2021-02-14,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,5138.0,54.0,0.0
New South Wales,2021-02-15,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5139.0,54.0,0.0
New South Wales,2021-02-16,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5143.0,54.0,0.0
New South Wales,2021-02-17,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5143.0,54.0,0.0
New South Wales,2021-02-18,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5145.0,54.0,0.0
New South Wales,2021-02-19,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5146.0,54.0,0.0
New South Wales,2021-02-20,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,5149.0,54.0,0.0
New South Wales,2021-02-21,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,5150.0,54.0,0.0
New South Wales,2021-02-22,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5154.0,54.0,0.0
New South Wales,2021-02-23,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5155.0,54.0,0.0
New South Wales,2021-02-24,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5162.0,54.0,0.0
New South Wales,2021-02-25,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5166.0,54.0,0.0
New South Wales,2021-02-26,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5172.0,54.0,0.0
New South Wales,2021-02-27,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5177.0,54.0,0.0
New South Wales,2021-02-28,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5180.0,54.0,0.0
New South Wales,2021-03-01,1.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5183.0,54.0,0.0
New South Wales,2021-03-02,1.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5189.0,54.0,0.0
New South Wales,2021-03-03,1.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5193.0,54.0,0.0
New South Wales,2021-03-04,1.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5205.0,54.0,0.0
New South Wales,2021-03-05,1.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5207.0,54.0,0.0
New South Wales,2021-03-06,1.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5209.0,54.0,0.0
New South Wales,2021-03-07,1.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5210.0,54.0,0.0
New South Wales,2021-03-08,1.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5215.0,54.0,0.0
New South Wales,2021-03-09,1.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5220.0,54.0,0.0
New South Wales,2021-03-10,1.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5226.0,54.0,0.0
New South Wales,2021-03-11,1.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5234.0,54.0,0.0
New South Wales,2021-03-12,1.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5234.0,54.0,0.0
New South Wales,2021-03-13,1.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5237.0,54.0,0.0
New South Wales,2021-03-14,1.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5240.0,54.0,0.0
New South Wales,2021-03-15,1.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5242.0,54.0,0.0
New South Wales,2021-03-16,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5249.0,54.0,0.0
New South Wales,2021-03-17,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5251.0,54.0,0.0
New South Wales,2021-03-18,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5256.0,54.0,0.0
New South Wales,2021-03-19,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5259.0,54.0,0.0
New South Wales,2021-03-20,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5261.0,54.0,0.0
New South Wales,2021-03-21,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5266.0,54.0,0.0
New South Wales,2021-03-22,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,5270.0,54.0,0.0
New South Wales,2021-03-23,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,5273.0,54.0,0.0
New South Wales,2021-03-24,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,5277.0,54.0,0.0
New South Wales,2021-03-25,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,5278.0,54.0,0.0
New South Wales,2021-03-26,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,4.0,1.0,5281.0,54.0,0.0
New South Wales,2021-03-27,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,4.0,1.0,5281.0,54.0,0.0
New South Wales,2021-03-28,1.0,1.0,1.0,3.0,1.0,0.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,1.0,4.0,1.0,5283.0,54.0,0.0
New South Wales,2021-03-29,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,1.0,4.0,1.0,5288.0,54.0,0.0
New South Wales,2021-03-30,1.0,1.0,1.0,0.0,1.0,2.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,1.0,4.0,1.0,5291.0,54.0,0.0
New South Wales,2021-03-31,1.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,4.0,1.0,5296.0,54.0,0.0
New South Wales,2021-04-01,1.0,1.0,2.0,3.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,5296.0,54.0,0.0
New South Wales,2021-04-02,1.0,1.0,2.0,3.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,5299.0,54.0,0.0
New South Wales,2021-04-03,1.0,1.0,2.0,3.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,5300.0,54.0,0.0
New South Wales,2021-04-04,1.0,1.0,2.0,3.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,5303.0,54.0,0.0
New South Wales,2021-04-05,1.0,1.0,2.0,3.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,5310.0,54.0,0.0
New South Wales,2021-04-06,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5316.0,54.0,0.0
New South Wales,2021-04-07,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5318.0,54.0,0.0
New South Wales,2021-04-08,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5320.0,54.0,0.0
New South Wales,2021-04-09,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5324.0,54.0,0.0
New South Wales,2021-04-10,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5330.0,54.0,0.0
New South Wales,2021-04-11,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5339.0,54.0,0.0
New South Wales,2021-04-12,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5344.0,54.0,0.0
New South Wales,2021-04-13,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5347.0,54.0,0.0
New South Wales,2021-04-14,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5356.0,54.0,0.0
New South Wales,2021-04-15,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5363.0,54.0,0.0
New South Wales,2021-04-16,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5370.0,54.0,0.0
New South Wales,2021-04-17,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5376.0,54.0,0.0
New South Wales,2021-04-18,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5384.0,54.0,0.0
New South Wales,2021-04-19,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5387.0,54.0,0.0
New South Wales,2021-04-20,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5395.0,54.0,0.0
New South Wales,2021-04-21,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5402.0,54.0,0.0
New South Wales,2021-04-22,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5418.0,54.0,0.0
New South Wales,2021-04-23,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5419.0,54.0,0.0
New South Wales,2021-04-24,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5420.0,54.0,0.0
New South Wales,2021-04-25,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5428.0,54.0,0.0
New South Wales,2021-04-26,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5440.0,54.0,0.0
New South Wales,2021-04-27,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5449.0,54.0,0.0
New South Wales,2021-04-28,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5464.0,54.0,0.0
New South Wales,2021-04-29,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5477.0,54.0,0.0
New South Wales,2021-04-30,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5481.0,54.0,0.0
New South Wales,2021-05-01,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5484.0,54.0,0.0
New South Wales,2021-05-02,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5489.0,54.0,0.0
New South Wales,2021-05-03,1.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5496.0,54.0,0.0
New South Wales,2021-05-04,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5506.0,54.0,0.0
New South Wales,2021-05-05,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5516.0,54.0,0.0
New South Wales,2021-05-06,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5521.0,54.0,0.0
New South Wales,2021-05-07,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5527.0,54.0,0.0
New South Wales,2021-05-08,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5533.0,54.0,0.0
New South Wales,2021-05-09,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5538.0,54.0,0.0
New South Wales,2021-05-10,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5542.0,54.0,0.0
New South Wales,2021-05-11,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5546.0,54.0,0.0
New South Wales,2021-05-12,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5551.0,54.0,0.0
New South Wales,2021-05-13,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5552.0,54.0,0.0
New South Wales,2021-05-14,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5555.0,54.0,0.0
New South Wales,2021-05-15,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5558.0,54.0,0.0
New South Wales,2021-05-16,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5560.0,54.0,0.0
New South Wales,2021-05-17,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5563.0,54.0,0.0
New South Wales,2021-05-18,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5565.0,54.0,0.0
New South Wales,2021-05-19,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5567.0,54.0,0.0
New South Wales,2021-05-20,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5567.0,54.0,0.0
New South Wales,2021-05-21,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5568.0,54.0,0.0
New South Wales,2021-05-22,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5570.0,54.0,0.0
New South Wales,2021-05-23,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5572.0,54.0,0.0
New South Wales,2021-05-24,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5574.0,54.0,0.0
New South Wales,2021-05-25,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5576.0,54.0,0.0
New South Wales,2021-05-26,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5576.0,54.0,0.0
New South Wales,2021-05-27,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5579.0,54.0,0.0
New South Wales,2021-05-28,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5580.0,54.0,0.0
New South Wales,2021-05-29,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5585.0,54.0,0.0
New South Wales,2021-05-30,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5587.0,54.0,0.0
New South Wales,2021-05-31,1.0,1.0,1.0,3.0,0.0,0.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5587.0,54.0,0.0
New South Wales,2021-06-01,1.0,1.0,1.0,3.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5588.0,54.0,0.0
New South Wales,2021-06-02,1.0,1.0,1.0,3.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5590.0,54.0,0.0
New South Wales,2021-06-03,1.0,1.0,1.0,3.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5590.0,54.0,0.0
New South Wales,2021-06-04,1.0,1.0,1.0,3.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5590.0,54.0,0.0
New South Wales,2021-06-05,1.0,1.0,1.0,3.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,5595.0,54.0,0.0
