qweek,i2_health,i11_health,age,gender,household_size,WCRex2,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4,WCRex1,r1_1,r1_2,C1M_School closing,C2M_Workplace closing,C3M_Cancel public events,C4M_Restrictions on gatherings,C5M_Close public transport,C6M_Stay at home requirements,C7M_Restrictions on internal movement,C8EV_International travel controls,E1_Income support,E2_Debt/contract relief,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6M_Facial Coverings,H7_Vaccination policy,H8M_Protection of elderly people,ConfirmedCases,ConfirmedDeaths,i9_health_No,i9_health_Not sure,i9_health_Yes,state_Australian Capital Territory,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,employment_status_Full time employment,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
44,15.0,1.0,20,0,5,3.0,6.0,2,3,3,3,2.0,4,7,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,98130.0,1182.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
51,1.0,1.0,59,1,2,4.0,0.0,4,3,3,3,4.0,5,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0,2.0,1183196.0,1659.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
37,3.0,1.0,21,0,4,1.0,4.0,2,3,3,3,1.0,4,3,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,1793.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
50,2.0,3.0,34,0,1,3.0,8.0,3,4,4,4,3.0,1,3,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,5.0,2.0,390106.0,183.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
38,1.0,1.0,26,1,2,3.0,8.0,4,4,3,3,3.0,5,3,1.0,1.0,1.0,4.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,2.0,2.0,4.0,5.0,2.0,1956.0,7.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
49,10.0,1.0,43,1,2,3.0,6.0,4,4,4,4,2.0,4,2,1.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,50905.0,26.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
37,30.0,1.0,68,1,2,3.0,5.0,4,3,3,3,4.0,5,1,1.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1051.0,9.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
42,5.0,1.0,34,0,1,3.0,4.0,3,3,1,1,2.0,5,4,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,69205.0,493.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
45,45.0,2.0,19,1,5,3.0,5.0,3,4,4,3,3.0,1,1,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,922.0,4.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
49,3.0,1.0,51,1,1,1.0,1.0,3,2,2,2,1.0,6,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,485530.0,1614.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
44,20.0,1.0,60,0,2,4.0,8.0,4,4,4,4,2.0,4,5,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,2089.0,7.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
49,10.0,3.0,53,1,1,3.0,7.0,1,1,1,1,1.0,4,4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0,2.0,501389.0,754.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
46,2.0,2.0,31,1,3,3.0,4.0,3,3,3,3,3.0,4,3,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1122.0,9.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
44,5.0,1.0,71,1,1,3.0,6.0,4,4,4,4,3.0,7,3,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,918.0,4.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
41,1.0,1.0,37,1,2,2.0,3.0,3,3,2,1,2.0,7,7,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,56988.0,331.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
43,4.0,3.0,29,1,3,4.0,2.0,3,4,4,4,4.0,5,2,2.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,72899.0,546.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
41,7.0,1.0,31,0,2,2.0,5.0,1,1,1,1,2.0,1,6,1.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,2035.0,7.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
49,5.0,1.0,79,1,2,2.0,7.0,3,3,3,3,1.0,7,6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0,2.0,628289.0,797.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
44,20.0,1.0,86,1,1,3.0,7.0,3,3,3,4,3.0,6,6,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1112.0,9.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
39,0.0,1.0,70,0,1,2.0,7.0,2,4,4,4,3.0,6,2,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,22346.0,135.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
38,7.0,2.0,42,0,1,4.0,8.0,3,4,4,3,4.0,6,6,1.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1059.0,9.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
45,5.0,1.0,35,1,4,1.0,10.0,3,3,3,4,1.0,2,3,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,79646.0,618.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
49,0.0,2.0,39,0,3,1.0,1.0,4,4,1,4,1.0,4,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,443787.0,1593.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
52,0.0,1.0,50,1,3,3.0,8.0,4,4,3,4,1.0,4,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1292781.0,1877.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
44,0.0,1.0,35,1,3,1.0,5.0,4,4,3,4,2.0,7,5,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,92126.0,1142.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
44,3.0,1.0,32,0,2,3.0,5.0,2,2,3,3,3.0,3,2,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,76988.0,598.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
44,25.0,1.0,59,0,2,3.0,8.0,4,4,4,4,1.0,4,3,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,93339.0,1151.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
50,4.0,1.0,46,0,2,4.0,8.0,2,3,4,4,3.0,6,4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,804121.0,1900.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
44,4.0,2.0,28,1,6,4.0,7.0,2,2,2,2,4.0,7,5,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,2098.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
38,0.0,1.0,35,1,3,4.0,7.0,4,4,4,4,4.0,6,4,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,21144.0,820.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
46,2.0,3.0,63,1,1,1.0,2.0,1,1,2,2,1.0,4,4,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,81916.0,628.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
48,2.0,2.0,38,0,3,4.0,9.0,3,2,3,2,4.0,6,7,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,5.0,2.0,23941.0,7.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
44,10.0,1.0,72,1,1,3.0,8.0,4,4,4,4,4.0,7,1,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,75766.0,580.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
37,20.0,1.0,45,1,3,2.0,7.0,4,4,4,4,2.0,7,5,2.0,2.0,2.0,4.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,20950.0,820.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
47,1.0,3.0,50,0,1,3.0,5.0,3,3,3,3,3.0,3,4,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2227.0,7.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
46,100.0,2.0,39,0,4,2.0,5.0,3,3,3,3,3.0,4,5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,126839.0,1366.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
51,0.0,1.0,53,0,1,3.0,4.0,1,2,1,2,1.0,7,7,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,2.0,462761.0,308.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
52,50.0,1.0,36,1,3,3.0,5.0,1,3,3,2,3.0,3,3,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,6195.0,10.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
50,10.0,2.0,20,0,5,4.0,5.0,4,3,4,4,4.0,3,3,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,2.0,35520.0,26.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
44,15.0,1.0,59,1,2,3.0,3.0,3,3,4,3,4.0,4,1,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,2090.0,7.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
43,4.0,2.0,41,1,4,3.0,5.0,4,4,4,4,3.0,6,5,2.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,72899.0,546.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
41,50.0,1.0,75,1,2,3.0,7.0,4,3,3,3,3.0,7,4,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,30216.0,836.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
41,11.0,1.0,61,1,2,3.0,8.0,4,4,4,4,3.0,7,1,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,54919.0,314.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
49,2.0,1.0,32,1,3,3.0,6.0,2,2,2,2,2.0,7,7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0,2.0,501389.0,754.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
43,30.0,1.0,46,1,1,1.0,0.0,1,1,1,1,1.0,4,6,1.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,2082.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
49,5.0,1.0,63,1,4,3.0,2.0,1,1,1,1,3.0,7,4,1.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,3.0,55145.0,30.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
44,5.0,1.0,23,0,5,2.0,4.0,2,4,3,2,1.0,3,7,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,77207.0,602.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
51,60.0,1.0,49,0,4,3.0,10.0,4,4,4,4,3.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,933989.0,2198.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
44,7.0,1.0,29,1,1,4.0,9.0,3,1,2,2,4.0,6,7,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,2094.0,7.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
42,8.0,1.0,61,1,1,4.0,5.0,2,1,1,1,4.0,7,4,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,2048.0,7.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
46,12.0,1.0,65,1,2,3.0,8.0,4,4,4,4,3.0,3,3,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,81916.0,628.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
52,3.0,1.0,51,0,4,4.0,5.0,1,1,1,1,4.0,7,7,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1268170.0,1853.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
45,40.0,1.0,74,1,2,3.0,6.0,4,4,4,4,3.0,6,4,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2111.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
47,3.0,1.0,80,1,3,3.0,8.0,4,4,4,4,3.0,1,1,1.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,90333.0,641.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
42,0.0,1.0,30,1,1,3.0,5.0,2,2,3,2,2.0,4,5,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,69205.0,493.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
52,100.0,1.0,19,1,8,3.0,9.0,4,4,3,4,1.0,2,7,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,2.0,563498.0,529.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
38,30.0,1.0,39,0,3,3.0,1.0,2,2,2,2,3.0,7,4,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,13503.0,102.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
41,7.0,1.0,61,1,2,3.0,4.0,2,1,3,3,4.0,7,4,1.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1094.0,9.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
49,7.0,3.0,24,1,3,2.0,6.0,4,4,3,3,2.0,4,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,685007.0,1735.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
39,2.0,1.0,21,1,4,2.0,7.0,1,2,1,2,1.0,5,4,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,25857.0,147.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
38,5.0,1.0,62,1,6,1.0,5.0,1,1,1,1,1.0,5,4,1.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1059.0,9.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
47,20.0,2.0,30,1,5,3.0,7.0,3,2,1,1,3.0,4,7,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,100040.0,643.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
48,3.0,1.0,23,1,3,2.0,2.0,2,1,1,1,1.0,5,7,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,228307.0,669.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
45,10.0,1.0,28,0,1,3.0,8.0,4,4,3,3,3.0,5,4,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,112942.0,1280.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
49,50.0,2.0,32,0,3,2.0,7.0,3,3,4,4,1.0,4,5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,5.0,2.0,832520.0,919.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
50,5.0,3.0,26,0,7,3.0,8.0,3,2,2,2,3.0,1,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,830604.0,1970.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
41,0.0,1.0,55,1,1,3.0,3.0,3,4,4,3,1.0,2,3,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,30216.0,836.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
46,10.0,1.0,51,1,3,2.0,8.0,4,4,3,3,2.0,6,4,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1121.0,9.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
51,10.0,1.0,34,1,2,2.0,6.0,3,3,3,3,3.0,5,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,953288.0,2235.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
42,0.0,2.0,47,0,4,4.0,7.0,3,4,4,4,3.0,4,4,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,67669.0,468.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
47,0.0,1.0,63,0,2,3.0,5.0,4,4,4,4,2.0,7,5,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2227.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
43,4.0,2.0,50,0,4,4.0,9.0,3,3,3,3,4.0,7,7,2.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,72202.0,540.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
47,20.0,2.0,61,1,5,3.0,5.0,2,4,4,4,3.0,4,4,1.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,3.0,1081.0,4.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
43,2.0,1.0,82,0,2,2.0,6.0,4,4,3,3,2.0,7,7,1.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1112.0,9.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
38,8.0,1.0,49,0,5,4.0,7.0,4,4,4,4,4.0,4,6,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,13503.0,102.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
44,0.0,1.0,19,0,5,2.0,3.0,1,1,1,1,1.0,5,3,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,2095.0,7.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
39,10.0,2.0,40,1,4,1.0,6.0,3,3,3,3,3.0,5,5,1.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1086.0,9.0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
42,8.0,2.0,48,1,3,2.0,5.0,2,4,3,4,1.0,4,7,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,3.0,47266.0,890.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
47,1.0,1.0,43,0,1,2.0,4.0,3,2,3,3,3.0,2,5,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,97558.0,643.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
44,4.0,2.0,60,0,2,4.0,6.0,3,3,3,3,4.0,2,3,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,75766.0,580.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
50,1.0,1.0,76,1,1,2.0,4.0,1,1,1,1,1.0,7,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,775888.0,1836.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
41,0.0,1.0,18,1,4,2.0,3.0,3,3,3,3,2.0,4,7,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,33294.0,844.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
40,3.0,1.0,41,1,4,3.0,6.0,4,4,3,3,3.0,6,7,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,23964.0,823.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
48,0.0,1.0,49,0,1,3.0,6.0,3,4,4,4,3.0,5,7,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,5.0,2.0,19707.0,7.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
48,5.0,1.0,38,0,4,3.0,6.0,3,4,4,4,4.0,3,6,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,187504.0,663.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
43,8.0,4.0,27,0,1,1.0,3.0,1,1,1,1,1.0,5,4,2.0,2.0,1.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,3.0,80152.0,1048.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
44,1.0,1.0,62,0,2,3.0,7.0,3,3,4,4,2.0,5,4,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,92126.0,1142.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
42,0.0,1.0,33,0,2,3.0,8.0,4,4,4,4,3.0,5,4,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,68712.0,485.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
38,0.0,2.0,48,0,3,3.0,7.0,3,4,4,3,3.0,5,2,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,21144.0,820.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
