qweek,i2_health,i11_health,age,gender,household_size,WCRex2,cantril_ladder,PHQ4_1,PHQ4_2,PHQ4_3,PHQ4_4,WCRex1,r1_1,r1_2,C1M_School closing,C2M_Workplace closing,C3M_Cancel public events,C4M_Restrictions on gatherings,C5M_Close public transport,C6M_Stay at home requirements,C7M_Restrictions on internal movement,C8EV_International travel controls,E1_Income support,E2_Debt/contract relief,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6M_Facial Coverings,H7_Vaccination policy,H8M_Protection of elderly people,ConfirmedCases,ConfirmedDeaths,i9_health_No,i9_health_Not sure,i9_health_Yes,state_Australian Capital Territory,state_New South Wales,state_Northern Territory,state_Queensland,state_South Australia,state_Tasmania,state_Victoria,state_Western Australia,employment_status_Full time employment,employment_status_Not working,employment_status_Part time employment,employment_status_Retired,employment_status_Unemployed,d1_comorbidities_No,d1_comorbidities_Prefer_not_to_say,d1_comorbidities_Yes
52,4.0,2.0,47,0,4,1.0,7.0,4,4,4,4,2.0,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1292781.0,1877.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
41,0.0,1.0,74,1,1,4.0,9.0,4,4,4,4,4.0,7,5,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,62353.0,391.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
43,2.0,1.0,53,1,2,3.0,5.0,3,3,2,2,2.0,4,6,2.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,72899.0,546.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
47,2.0,1.0,29,0,3,4.0,6.0,3,3,3,3,4.0,7,7,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,148089.0,1460.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
45,100.0,2.0,37,0,2,2.0,5.0,3,3,2,2,2.0,4,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,239.0,13.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
52,10.0,1.0,82,0,2,3.0,8.0,3,3,3,4,2.0,4,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1292781.0,1877.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
52,3.0,2.0,19,1,5,3.0,8.0,4,4,4,4,2.0,5,5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1299750.0,1888.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
45,8.0,2.0,57,1,3,2.0,4.0,3,2,2,3,2.0,5,5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,238.0,13.0,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
40,0.0,1.0,41,1,2,1.0,7.0,4,3,3,3,2.0,7,7,3.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,587.0,3.0,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
49,1.0,1.0,69,1,4,3.0,10.0,4,4,4,4,3.0,6,7,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,443787.0,1593.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
38,0.0,2.0,30,1,5,1.0,6.0,3,2,3,1,1.0,7,7,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,13092.0,97.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
44,0.0,1.0,64,1,2,1.0,4.0,4,4,4,4,1.0,4,1,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1112.0,9.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
44,30.0,3.0,80,1,1,3.0,6.0,3,3,2,3,3.0,4,4,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,91217.0,1134.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
37,0.0,2.0,24,1,1,2.0,7.0,4,4,4,4,2.0,1,1,3.0,3.0,2.0,4.0,0.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,8703.0,67.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
37,8.0,1.0,25,1,5,2.0,6.0,1,1,1,1,2.0,3,4,2.0,2.0,2.0,4.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,20948.0,820.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
45,20.0,1.0,59,1,2,3.0,8.0,4,4,4,4,1.0,2,3,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2111.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
51,10.0,2.0,43,0,3,2.0,3.0,3,3,2,3,2.0,3,3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0,2.0,1174476.0,1640.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
47,2.0,1.0,39,1,3,4.0,5.0,3,3,3,3,2.0,5,5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,141415.0,1436.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
45,4.0,1.0,76,1,2,4.0,10.0,4,4,3,4,4.0,5,1,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,79254.0,615.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
39,5.0,1.0,34,0,3,4.0,8.0,1,1,3,3,1.0,2,2,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,21996.0,820.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
52,500.0,1.0,65,0,2,3.0,10.0,4,4,4,4,1.0,7,7,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1285301.0,1871.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
46,7.0,1.0,32,0,2,3.0,7.0,3,4,4,4,3.0,2,4,1.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,932.0,4.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
46,0.0,1.0,23,1,2,1.0,3.0,2,1,1,1,2.0,5,7,1.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,3.0,972.0,4.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
46,5.0,1.0,33,1,2,3.0,3.0,3,2,3,2,3.0,6,6,1.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2130.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
51,6.0,2.0,21,1,3,2.0,10.0,1,4,1,3,2.0,4,5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0,2.0,1164346.0,1616.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
47,10.0,1.0,52,1,1,3.0,3.0,1,1,4,4,3.0,1,7,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,142907.0,1443.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
47,0.0,5.0,26,1,1,1.0,8.0,4,4,3,4,1.0,1,1,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1125.0,9.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
52,4.0,1.0,39,0,7,4.0,10.0,3,3,4,4,4.0,7,7,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,2.0,537786.0,468.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
37,0.0,1.0,57,1,1,1.0,3.0,1,1,1,1,2.0,3,1,2.0,2.0,2.0,4.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,20939.0,820.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
43,20.0,1.0,35,1,2,3.0,7.0,3,3,3,3,4.0,7,5,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,3.0,73151.0,1005.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
45,0.0,3.0,57,0,4,2.0,3.0,3,4,3,4,3.0,3,3,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,79468.0,618.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
37,2.0,2.0,27,1,2,3.0,5.0,2,1,2,2,4.0,4,3,2.0,2.0,2.0,4.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,20944.0,820.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
44,8.0,1.0,49,1,3,3.0,8.0,3,3,3,4,3.0,4,1,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,92126.0,1142.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
43,3.0,1.0,39,1,4,2.0,7.0,4,3,1,1,3.0,6,6,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,3.0,75340.0,1021.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
47,100.0,3.0,71,0,1,3.0,8.0,1,3,3,3,3.0,3,6,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1125.0,9.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
38,200.0,1.0,47,0,5,3.0,5.0,3,3,2,3,4.0,1,1,1.0,1.0,1.0,4.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,2.0,2.0,4.0,5.0,2.0,1961.0,7.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
46,300.0,1.0,49,0,3,3.0,8.0,4,4,4,4,3.0,5,3,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1122.0,9.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
44,300.0,1.0,59,1,3,4.0,6.0,4,4,3,4,3.0,2,4,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,91217.0,1134.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
50,8.0,1.0,32,1,2,3.0,7.0,3,3,3,3,2.0,3,2,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,5.0,2.0,402656.0,196.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
50,20.0,1.0,45,0,3,3.0,7.0,3,3,3,3,1.0,5,5,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,1033364.0,1196.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
39,0.0,1.0,23,1,2,4.0,8.0,4,3,3,4,3.0,6,3,3.0,3.0,2.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,21996.0,820.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
50,3.0,1.0,24,1,6,1.0,1.0,2,2,1,1,2.0,5,6,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,1462.0,9.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
50,1.0,1.0,58,0,2,3.0,1.0,4,4,4,4,3.0,4,4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,830604.0,1970.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
48,0.0,1.0,29,1,6,3.0,7.0,3,3,2,3,2.0,4,4,1.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,3.0,11078.0,6.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
37,15.0,4.0,29,0,2,2.0,1.0,1,1,2,3,1.0,1,1,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,9562.0,69.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
41,10.0,1.0,67,0,1,4.0,7.0,3,4,4,4,2.0,7,4,1.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,2019.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
52,0.0,1.0,51,1,3,4.0,4.0,2,3,2,1,4.0,5,3,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,6203.0,10.0,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
44,20.0,1.0,35,1,4,3.0,3.0,4,4,3,4,1.0,7,5,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,76073.0,584.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
39,1.0,1.0,69,1,2,4.0,6.0,3,4,3,3,1.0,7,4,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,21471.0,133.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
42,7.0,3.0,20,1,5,2.0,6.0,1,1,1,1,1.0,7,6,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,69205.0,493.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
48,3.0,3.0,51,0,1,3.0,7.0,2,3,2,1,2.0,5,6,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,166373.0,657.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
48,14.0,1.0,68,1,1,4.0,5.0,3,3,3,3,3.0,5,5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,165595.0,1504.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
49,50.0,1.0,28,0,2,1.0,4.0,3,3,3,3,1.0,5,6,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,5.0,2.0,214577.0,29.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
50,0.0,2.0,48,0,4,3.0,4.0,2,3,3,2,1.0,7,3,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,5.0,2.0,390106.0,183.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
43,5.0,2.0,20,0,4,1.0,10.0,3,3,3,3,1.0,5,6,1.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,5.0,2.0,2082.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
44,25.0,1.0,35,1,4,4.0,5.0,3,3,3,3,4.0,2,5,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,76073.0,584.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
50,20.0,2.0,42,0,2,3.0,3.0,1,1,1,1,2.0,2,7,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,1454.0,9.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
43,0.0,1.0,69,0,4,2.0,3.0,4,4,4,4,2.0,3,4,3.0,3.0,2.0,4.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,3.0,75340.0,1021.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
42,1.0,3.0,46,1,3,3.0,6.0,2,3,3,2,3.0,7,6,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,66456.0,449.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
46,20.0,1.0,63,0,2,3.0,6.0,3,3,3,3,1.0,4,4,1.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,81674.0,628.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
39,0.0,1.0,63,0,1,2.0,2.0,1,2,1,1,1.0,7,6,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,3.0,20466.0,130.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
44,7.0,1.0,28,1,2,3.0,7.0,3,3,3,3,3.0,3,3,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,93339.0,1151.0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
50,14.0,1.0,38,1,4,4.0,7.0,4,4,4,4,2.0,2,7,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,830604.0,1970.0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
49,4.0,1.0,62,0,2,2.0,7.0,4,3,2,3,2.0,7,5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,524391.0,1639.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
49,5.0,1.0,68,1,3,4.0,8.0,3,4,4,4,3.0,2,4,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,485530.0,1614.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
39,1.0,1.0,46,0,4,1.0,7.0,4,4,4,3,1.0,2,1,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,25857.0,147.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
47,15.0,1.0,62,1,2,1.0,1.0,1,1,1,1,2.0,6,4,1.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,3.0,1081.0,4.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
51,2.0,1.0,25,1,2,2.0,4.0,3,3,1,1,2.0,6,3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,5.0,2.0,1191283.0,1691.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
52,2.0,1.0,31,1,4,3.0,6.0,4,4,4,4,3.0,6,4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1285301.0,1871.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
47,3.0,1.0,32,1,1,2.0,5.0,4,4,3,3,3.0,3,5,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,100040.0,643.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
50,50.0,3.0,44,1,3,1.0,8.0,1,2,4,4,1.0,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,5.0,2.0,1103219.0,1315.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
45,2.0,1.0,55,0,2,3.0,7.0,4,4,4,4,3.0,5,2,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,108231.0,1260.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
48,10.0,3.0,46,1,3,3.0,5.0,3,3,3,3,4.0,7,3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,2.0,170732.0,1517.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
47,10.0,1.0,80,1,2,4.0,2.0,1,1,1,1,4.0,7,5,1.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2210.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
40,1.0,1.0,79,1,2,3.0,8.0,4,4,1,1,3.0,7,2,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,37724.0,201.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
52,4.0,1.0,60,1,1,3.0,8.0,4,4,2,2,2.0,5,4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,1.0,1292781.0,1877.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
43,20.0,1.0,26,1,5,3.0,5.0,3,3,2,2,2.0,5,4,2.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,72899.0,546.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
48,8.0,1.0,62,0,3,2.0,6.0,3,2,3,3,3.0,6,5,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,2.0,154191.0,656.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
44,2.0,1.0,30,0,4,3.0,8.0,4,4,4,4,3.0,3,3,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,77207.0,602.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
49,200.0,5.0,37,0,1,1.0,8.0,4,4,4,4,1.0,1,7,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,2.0,19908.0,16.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
45,100.0,1.0,79,0,2,1.0,5.0,3,3,3,4,1.0,6,5,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2111.0,7.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
37,15.0,1.0,61,0,4,4.0,10.0,4,4,4,4,2.0,2,6,2.0,2.0,2.0,4.0,1.0,0.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,20944.0,820.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
40,2.0,1.0,69,1,1,4.0,3.0,2,2,3,3,4.0,4,2,3.0,3.0,2.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,3.0,39108.0,207.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
37,200.0,1.0,45,0,3,3.0,8.0,4,4,4,4,3.0,5,3,1.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,1800.0,7.0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
45,100.0,2.0,57,0,1,3.0,6.0,2,3,2,3,2.0,3,2,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,2111.0,7.0,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
46,1.0,1.0,55,1,5,1.0,0.0,1,1,1,1,1.0,2,2,1.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,3.0,983.0,4.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
44,3.0,1.0,19,0,3,2.0,5.0,1,1,1,1,2.0,5,4,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,99183.0,1192.0,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
52,50.0,4.0,21,1,4,2.0,5.0,1,2,4,3,2.0,4,6,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,5.0,2.0,6195.0,10.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
49,0.0,1.0,32,0,3,3.0,8.0,4,4,4,4,3.0,4,3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,5.0,2.0,802690.0,883.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
